record_id,n_stems,stem_diameter_1_cm,stem_diameter_2_cm,stem_diameter_3_cm,stem_diameter_4_cm,stem_diameter_5_cm,height_m,life_stage,physiological_condition,classification,county,latin_name_clean,common_name_clean,generic_name_clean,genus,species,combined_stem_diameter_cm,is_multistem,crown_radius_n_m,crown_radius_s_m,crown_radius_e_m,crown_radius_w_m,crown_radius_se_m,crown_radius_nw_m,crown_radius_ne_m,crown_radius_sw_m,crown_radius_minimum_bounding_circle,crown_radius_maximum,data_contributor_id
f39e080b-9bb9-4225-9d85-1df771766849,1,20,,,,,6.5,semi_mature,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,20,FALSE,4,4,2,4,,,,,4,4,C3
42b0df3f-c546-4bc7-b93c-8d375e3ef8d4,1,29,,,,,10,semi_mature,fair,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29,FALSE,5,3,5,3,,,,,4,5,C6
1c435ce7-b05c-4fc0-890c-57c80b0a24f2,1,23,,,,,10,semi_mature,fair,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,23,FALSE,4,4,4,4,,,,,4,4,C6
773761ad-a49f-47b6-9dd6-70e6fecf7877,1,31,,,,,10,semi_mature,good,rural,buckinghamshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,31,FALSE,4,4,4,4,,,,,4,4,C6
5a8df44a-e654-420e-ae70-2b67c46a5770,1,30,,,,,12,semi_mature,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,4,1.5,4,4,,,,,4,4,C6
35469113-ca0a-44ff-8d9c-61497bf9a3c7,1,35,,,,,9,semi_mature,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,4,4,,,,,4,4,C6
ea682ce2-9ade-4c51-b5b1-82afdd889044,1,35,,,,,10,semi_mature,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,4,4,,,,,4,4,C6
9f287460-8e25-4697-9cb0-b913a2d81c1a,1,15,,,,,8,semi_mature,fair,suburban,surrey,fraxinus excelsior,european ash,ash,fraxinus,excelsior,15,FALSE,4,4,4,4,,,,,4,4,C6
2b216fc6-8431-4db3-99df-4ff4a37bd674,1,42,,,,,12,semi_mature,good,rural,cornwall,fraxinus excelsior,european ash,ash,fraxinus,excelsior,42,FALSE,4,4,3,4,,,,,4,4,C6
282ac007-a256-4c31-b248-396dd134a9fb,1,21,,,,,7,semi_mature,good,rural,cornwall,fraxinus excelsior,european ash,ash,fraxinus,excelsior,21,FALSE,4.5,3.5,4,4,,,,,4,4.5,C6
cbf711d4-8bc8-4ba6-a469-5355793d2a3c,3,20,15,8,,,9,semi_mature,good,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26.2,TRUE,4,4,4,4,,,,,4,4,C6
82f8a6cc-7cb4-46d4-9e06-70e773efd39b,1,30,,,,,11,semi_mature,good,rural,kent,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,4,4,4,4,,,,,4,4,C6
336b3b93-11e1-4f6b-b4fe-268303e4d8ca,1,35,,,,,11,semi_mature,good,rural,kent,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,4,4,,,,,4,4,C6
4328f6d8-a9d6-48f0-8a0d-56010cec6459,1,38,,,,,8,semi_mature,good,rural,kent,fraxinus excelsior,european ash,ash,fraxinus,excelsior,38,FALSE,4,4,4,4,,,,,4,4,C6
c6584606-08d3-40f6-8952-fc33f85281e6,1,10,,,,,12,semi_mature,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,10,FALSE,4,4,4,4,,,,,4,4,C6
02b5230a-ce49-4bc2-a247-875e3ae8f2ec,1,25,,,,,17,semi_mature,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,25,FALSE,4,4,4,4,,,,,4,4,C6
ca34c0b7-7c00-41bd-a324-2bdd05932b22,1,28,,,,,15,semi_mature,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,28,FALSE,4,4,4,4,,,,,4,4,C6
5d051f25-179a-4b58-9024-e36c6b95eae6,1,17,,,,,8,semi_mature,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,17,FALSE,4,4,4,4,,,,,4,4,C6
199cad18-c27e-4577-be52-2d6e2d6be562,1,43,,,,,9,semi_mature,good,urban,worcestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,43,FALSE,5.75,2,5,3,,,,,4,5.8,C7
5fce4c7b-5fbe-4b57-85db-5c1d357d2d82,1,22,,,,,8,semi_mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,22,FALSE,4,4,4,4,,,,,4,4,C6
06723904-e2a6-44c6-9a77-8e0ab9a04760,1,18,,,,,8,semi_mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,18,FALSE,4,4,4,4,,,,,4,4,C6
501a7dd6-1cd7-4bcd-9ed5-9741ae9f0d21,1,15,,,,,7,semi_mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,15,FALSE,4,4,2,4,,,,,4,4,C6
46674caa-5ce5-4430-9e4e-9d7138fafd7e,1,46,,,,,16,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,46,FALSE,5.5,2,5,3.5,,,,,4.2,5.5,C1
5c1cae81-236f-4aa0-bcbd-479ac1277c91,1,41,,,,,18.5,semi_mature,good,urban,somerset,quercus robur,english oak,oak,quercus,robur,41,FALSE,6.5,2,2,4.5,,,,,4.2,6.5,C1
861ab9b2-7930-4cde-9f11-0fef11200001,1,23,,,,,9.5,semi_mature,good,rural,durham,quercus robur,english oak,oak,quercus,robur,23,FALSE,0,4.5,4.5,4,,,,,4.2,4.5,C6
134d02cd-29b3-4c30-a8d8-29480739165a,1,26,,,,,11,semi_mature,fair,urban,west_midlands,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26,FALSE,4.5,4,1,5,,,,,4.2,5,C5
e7689510-7e74-4432-b55b-aaf58b69a899,1,26,,,,,11,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26,FALSE,4.5,4,1,5,,,,,4.2,5,C5
f152ab6a-9846-4f20-a884-78c81f87b0b1,1,21,,,,,11,semi_mature,good,urban,hampshire,platanus x hispanica,london plane,plane,platanus,hispanica,21,FALSE,4.974883342,3.5,4,4,,,,,4.2,5,C6
2c769636-e023-43e5-b142-496275f920a0,1,44,,,,,12,semi_mature,fair,suburban,norfolk,quercus robur,english oak,oak,quercus,robur,44,FALSE,3.5,5,5.25,3.5,,,,,4.4,5.2,C7
00869115-a7ec-4ceb-be42-1b77e9f683f7,1,38,,,,,8,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,38,FALSE,4,4,5,4,,,,,4.5,5,C2
5f19318c-d909-4ad1-a80c-8c6f395b87c9,1,35,,,,,7,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,35,FALSE,5,4,4,4,,,,,4.5,5,C2
b98d7c55-a0a9-4749-86ab-d072f97b2401,1,33,,,,,8,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,33,FALSE,4,5,0,5,,,,,4.5,5,C2
e0eab3ba-3d30-424e-9415-f3e650303c94,1,24,,,,,6,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,24,FALSE,5,4,4,3,,,,,4.5,5,C2
b3af9e41-45a7-41e3-bf0d-d35e0fdd5159,1,34,,,,,8,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,34,FALSE,5,2,5,4,,,,,4.5,5,C2
031129c9-11b4-42d4-b7bb-16f61e8a4393,1,52,,,,,15,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,52,FALSE,6,2,6,3,,,,,4.5,6,C2
7208b148-902c-48db-aef3-2f895413b868,1,54,,,,,12,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,54,FALSE,3,6,2,6,,,,,4.5,6,C2
5afb6a19-47ea-4c72-bebb-335daf67472a,1,35,,,,,12,semi_mature,good,urban,essex,quercus robur,english oak,oak,quercus,robur,35,FALSE,4.5,4.5,3,3,,,,,4.5,4.5,C3
b7ffc4f6-859f-43d3-a9e4-0ebacc624bb3,1,35,,,,,12,semi_mature,good,urban,essex,quercus robur,english oak,oak,quercus,robur,35,FALSE,4.5,4.5,3,3,,,,,4.5,4.5,C3
e30ab734-985a-4e35-911b-bd0f037f4956,1,21,,,,,7,semi_mature,good,rural,surrey,quercus robur,english oak,oak,quercus,robur,21,FALSE,4.5,4.5,4.5,4.5,,,,,4.5,4.5,C3
7210120a-c13a-4641-a32c-d6b8acbec072,2,37,36,,,,17,semi_mature,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,51.6,TRUE,6,3,4,4,,,,,4.5,6,C6
331e72b1-0c4a-4368-bfcb-daba11ee2fa2,1,26,,,,,9,semi_mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,26,FALSE,2,5,6,3,,,,,4.5,6,C6
2ece810a-3e05-46db-ad92-90a21a5a165c,3,21,27,31,,,13,semi_mature,good,rural,buckinghamshire,quercus robur,english oak,oak,quercus,robur,46.2,TRUE,4,5,4,4,,,,,4.5,5,C6
2afe224c-fdab-43a2-98af-e324c988e378,1,25,,,,,14,semi_mature,good,suburban,surrey,quercus robur,english oak,oak,quercus,robur,25,FALSE,3,2,7,2,,,,,4.5,7,C6
ec4aa610-d6ad-44a9-afea-05172f60e4fd,1,37,,,,,6,semi_mature,good,rural,cornwall,quercus robur,english oak,oak,quercus,robur,37,FALSE,4,4,5,4,,,,,4.5,5,C6
2c846831-e73a-4100-aa81-d613139a1a02,1,35,,,,,9,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,5,4,,,,,4.5,5,C2
45d64a7a-abd0-41d3-ba7c-569425c3d526,1,40,,,,,11,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40,FALSE,4,3,5,4,,,,,4.5,5,C2
0c2ffbc6-3913-4ee3-a1b8-950073d02e27,1,22,,,,,9,semi_mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,6,3,3,4,,,,,4.5,6,C2
8a036af5-548f-4725-a8ef-9eaab6cc7114,1,22,,,,,8,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,5,4,3,4,,,,,4.5,5,C2
2dcdcfe8-bdba-4c31-b514-c9aa8e67e8c7,1,35,,,,,12,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,5,4,,,,,4.5,5,C2
2d2911ea-d7c5-4bc5-9355-13665b952bba,1,35,,,,,9,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,4,5,4,,,,,4.5,5,C2
c292e5b5-4823-427e-b8ec-e40fd922db3f,1,35,,,,,11,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,3,5,4,,,,,4.5,5,C2
75ed6907-681f-403b-bd0c-24d820138984,1,27,,,,,11,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,27,FALSE,4,4,5,4,,,,,4.5,5,C2
64dbf603-04c4-461a-bfd6-235dd83fe37e,1,50,,,,,12,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,50,FALSE,4,5,5,4,,,,,4.5,5,C2
ea0989a0-baad-4c66-a407-4796fb03a3f0,1,37,,,,,15,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,37,FALSE,1,8,5,4,,,,,4.5,8,C2
93613d90-bf16-47a1-998e-b889e5932ffc,1,46,,,,,9,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,46,FALSE,5,4,3,4,,,,,4.5,5,C2
e071fd07-8caf-42db-b093-99fc2d02a43c,1,51,,,,,15,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,51,FALSE,5,4,5,4,,,,,4.5,5,C2
e2f2cc58-4a7d-4e8d-9f6d-feaa28a4211d,1,45,,,,,8,semi_mature,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45,FALSE,4.5,4.5,4.5,4.5,,,,,4.5,4.5,C3
50211399-cd26-4c34-80a8-d938b8a5c065,1,29,,,,,16,semi_mature,good,urban,west_midlands,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29,FALSE,4,5,4,5,,,,,4.5,5,C5
d4afd828-f92b-4816-b263-6d05b94333ff,1,29,,,,,16,semi_mature,good,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29,FALSE,4,5,4,5,,,,,4.5,5,C5
ed24726a-8f28-44cc-8e83-d79928cadc48,1,45,,,,,18,semi_mature,good,urban,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45,FALSE,6,3,3,6,,,,,4.5,6,C6
2d8b6997-3624-4adc-b280-d43c66a013ec,1,40,,,,,13,semi_mature,good,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40,FALSE,4,2,5,4,,,,,4.5,5,C6
f576121a-caf1-485b-a721-d62be26a236f,1,32,,,,,11,semi_mature,good,suburban,surrey,fraxinus excelsior,european ash,ash,fraxinus,excelsior,32,FALSE,4,5,3,2,,,,,4.5,5,C6
ab800015-ef74-4b0c-aff2-92d26bbb2b3c,3,25,33,19,,,14,semi_mature,good,suburban,surrey,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45.6,TRUE,2,4,2,7,,,,,4.5,7,C6
3411ab4c-b989-4c7d-a6de-bd9581da2682,4,23,26,28,14,,15,semi_mature,good,suburban,surrey,fraxinus excelsior,european ash,ash,fraxinus,excelsior,46.7,TRUE,6,2,2,7,,,,,4.5,7,C6
24afae65-fa78-4ecc-b8bc-8958efc2dd31,2,26,14,,,,9,semi_mature,fair,rural,wiltshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29.5,TRUE,4,5,4,4,,,,,4.5,5,C6
726dfb61-5d9d-4d58-ad08-68e119ac242a,2,29,28,,,,16,semi_mature,good,rural,wiltshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40.3,TRUE,4,5,4,5,,,,,4.5,5,C6
0cfee531-fc39-4780-8576-0d74256be9f7,1,15,,,,,14,semi_mature,good,urban,rhondda_cynon_taf,fraxinus excelsior,european ash,ash,fraxinus,excelsior,15,FALSE,,,,,5,2,4,5,4.5,5,C6
9fc406f4-c8f5-4e35-9ac5-4a34d99a47f7,1,47,,,,,12,semi_mature,fair,urban,worcestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,47,FALSE,5,4,3.75,3.5,,,,,4.5,5,C7
1e9f1855-df72-4da4-8ab1-2bb5ed161a65,1,39,,,,,10,semi_mature,fair,urban,worcestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39,FALSE,5,4,4.75,4,,,,,4.5,5,C7
1e8e8cc9-826c-4d7f-9be4-b4d9b08ac55e,1,43,,,,,8,semi_mature,fair,urban,oxfordshire,platanus x hispanica,london plane,plane,platanus,hispanica,43,FALSE,4,5,3,4,,,,,4.5,5,C2
7e7549d8-3798-49b8-a582-3d1d0975881c,1,27,,,,,8,semi_mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,27,FALSE,4.5,4.5,4.5,4.5,,,,,4.5,4.5,C6
1033837e-4e84-4808-b4f7-708fc7b38a62,1,23,,,,,7,semi_mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,23,FALSE,5,4,4,4,,,,,4.5,5,C6
45b72ee4-0071-4ea3-bfb8-f67a58531ed9,1,20,,,,,10,semi_mature,good,urban,hampshire,platanus x hispanica,london plane,plane,platanus,hispanica,20,FALSE,,,,,5,4,4,4,4.5,5,C6
2a73b313-fcf4-4d0b-b309-428f8360825c,1,21,,,,,10.5,semi_mature,good,urban,hampshire,platanus x hispanica,london plane,plane,platanus,hispanica,21,FALSE,,,,,4,5,5,4,4.5,5,C6
6df59948-5fed-49af-9823-319fa90dbb25,1,44,,,,,15.5,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,44,FALSE,5.5,3,4,5.5,,,,,4.8,5.5,C1
79932472-d053-4951-a6c0-310a676c01c8,1,27,,,,,7,semi_mature,good,rural,surrey,quercus robur,english oak,oak,quercus,robur,27,FALSE,5,4.5,4.5,3,,,,,4.8,5,C3
f4dcbae2-0062-435b-ab80-0170ff61fae5,1,25,,,,,8,semi_mature,good,rural,surrey,quercus robur,english oak,oak,quercus,robur,25,FALSE,4.5,4,4.5,5,,,,,4.8,5,C3
c51f5915-3213-4e80-b882-dbb48d60ab33,1,38,,,,,24,semi_mature,good,rural,hertfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,38,FALSE,9,0.5,6.5,0.5,,,,,4.8,9,C1
38ef1631-bfa3-4d35-a00a-3c7139232b20,1,43,,,,,11,semi_mature,fair,urban,worcestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,43,FALSE,4.5,5,3,5,,,,,4.8,5,C7
1990037a-5c1f-4524-a8f9-b755ee76bfbf,1,40,,,,,15,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,40,FALSE,5,1,5,5,,,,,5,5,C1
748ffeb4-4ded-4370-a2a1-ff81ed1dff90,1,42.44,,,,,8,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,42.4,FALSE,5,5,4,5,,,,,5,5,C2
027e8808-e49e-49a1-86df-c7dd1133d213,1,55,,,,,15,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,55,FALSE,3,4,5,5,,,,,5,5,C2
a57bd434-5639-4ce4-9bc2-3a84e129a943,1,33,,,,,11,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,33,FALSE,6,4,3,4,,,,,5,6,C2
b22e2522-a716-49cf-ba0c-f240b0d61379,1,43,,,,,8,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,43,FALSE,4,4,5,5,,,,,5,5,C2
16ec6a49-29d3-4222-a844-40a687e0e37f,1,45,,,,,9,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,45,FALSE,5,5,5,5,,,,,5,5,C2
f6905012-e388-4e3a-8e22-540a629d7e93,1,62,,,,,9,semi_mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,62,FALSE,5,5,5,5,,,,,5,5,C2
f3fcb4fa-0e1d-4158-bdd1-9ffa27315721,1,32,,,,,8,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,32,FALSE,5,5,5,4,,,,,5,5,C2
536d1179-f2e9-446c-b7cb-4e0c4c004946,1,33,,,,,8,semi_mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,33,FALSE,5,5,5,3,,,,,5,5,C2
88c9bafc-b0fb-456f-944a-02c6f24ab025,1,28,,,,,9,semi_mature,good,rural,surrey,quercus robur,english oak,oak,quercus,robur,28,FALSE,5.5,4.5,5,5,,,,,5,5.5,C3
a672f5c2-6fbf-46cf-bff4-7ed4e7d0c599,1,54,,,,,9,semi_mature,good,urban,staffordshire,quercus robur,english oak,oak,quercus,robur,54,FALSE,5,5,5,5,,,,,5,5,C5
b93c722e-a376-40cf-b8cf-7762ee1d17f4,1,25,,,,,15,semi_mature,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,25,FALSE,5,5,5,3,,,,,5,5,C6
71bbe4cc-fa69-45a2-b197-2310902503af,1,41,,,,,8,semi_mature,poor,urban,greater_london,quercus robur,english oak,oak,quercus,robur,41,FALSE,4,6,5,4,,,,,5,6,C6
1256fef0-db12-46e9-ae58-2bde955fe8f4,1,38,,,,,12,semi_mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,38,FALSE,5,5,5,5,,,,,5,5,C6
8057c109-a47c-4f11-9943-a6676744f24d,1,42,,,,,12,semi_mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,42,FALSE,5,3,5,5,,,,,5,5,C6
8f6134ae-b306-440c-82f6-50a44cc607d9,1,37,,,,,8,semi_mature,good,rural,suffolk,quercus robur,english oak,oak,quercus,robur,37,FALSE,5,4,5,5,,,,,5,5,C6
1c12d7bf-2006-4566-99c2-8f2cc6a7b261,1,41,,,,,8,semi_mature,fair,suburban,surrey,quercus robur,english oak,oak,quercus,robur,41,FALSE,5,5,5,5,,,,,5,5,C6
824379e6-6759-4f3f-a661-7968ebe465fb,1,40,,,,,10,semi_mature,good,rural,cornwall,quercus robur,english oak,oak,quercus,robur,40,FALSE,5,5,5,4,,,,,5,5,C6
8b2b82d7-2ba7-4629-b2b1-1a3a7490a7a5,1,25,,,,,6,semi_mature,good,rural,cornwall,quercus robur,english oak,oak,quercus,robur,25,FALSE,5,5,5,5,,,,,5,5,C6
b67f00d8-aba4-4d2d-8278-6532a4dd344a,2,20,17,,,,5,semi_mature,fair,rural,hampshire,quercus robur,english oak,oak,quercus,robur,26.2,TRUE,,,,,2,2,5,5,5,5,C6
12997579-976c-4baa-ade3-d179a41a1de1,1,43,,,,,13,semi_mature,good,suburban,norfolk,quercus robur,english oak,oak,quercus,robur,43,FALSE,3.5,5,2,8,,,,,5,8,C7
2f6736e6-beb8-4514-8be2-bab3448e3e29,1,18.5,,,,,8.5,semi_mature,good,urban,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,18.5,FALSE,4,6,6,4,,,,,5,6,C1
70895e5c-249a-4c61-8aaf-a230c9f4611e,1,26.5,,,,,16,semi_mature,good,suburban,gloucestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26.5,FALSE,4,4,6,4,,,,,5,6,C1
6c20abfb-7fa9-4ec8-aee5-e5af81e73e64,1,31,,,,,12,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,31,FALSE,5,4,5,5,,,,,5,5,C2
a0ea6d5e-46ee-489d-b6db-6eb97ca766e5,1,33,,,,,9,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,33,FALSE,5,5,5,2,,,,,5,5,C2
7d92791b-8938-42f3-b515-16171e63a1ff,1,44,,,,,10,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,44,FALSE,5,5,6,4,,,,,5,6,C2
54a204d6-479c-4849-bbcf-b0912b96b145,1,44,,,,,10,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,44,FALSE,5,5,6,4,,,,,5,6,C2
37682f37-39dc-4955-8dec-26793bf71c36,1,42,,,,,9,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,42,FALSE,5,5,5,4,,,,,5,5,C2
a7632989-0f04-4bf0-821e-a509256d418d,1,48,,,,,9,semi_mature,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,48,FALSE,5,5,5,5,,,,,5,5,C3
2f6791f0-6732-4fe8-a4c0-16207e39bfc3,1,29,,,,,14,semi_mature,fair,rural,gloucestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29,FALSE,4.5,5,5,5,,,,,5,5,C5
c493a991-b574-4f26-8adc-5145d5910c63,2,25,35,,,,14,semi_mature,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,43,TRUE,4,2,4,6,,,,,5,6,C6
dd5d1d8c-d933-4561-ab74-649900bab1c3,1,35,,,,,9,semi_mature,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,5,5,5,4,,,,,5,5,C6
59a202fa-7735-457d-9fe6-cb4318cf4a66,1,42,,,,,8,semi_mature,good,rural,cornwall,fraxinus excelsior,european ash,ash,fraxinus,excelsior,42,FALSE,4,6,5,4,,,,,5,6,C6
2dfeacc7-a8f0-483b-9e69-cf6fc0f3dd1c,1,35,,,,,11,semi_mature,fair,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,5,5,5,5,,,,,5,5,C6
173f1ec4-4f28-4475-afbe-7fd7e01d4012,1,50,,,,,11,semi_mature,fair,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,50,FALSE,5,5,5,5,,,,,5,5,C6
09d65e82-7fb4-4b3a-8866-231d2df98ef4,1,33,,,,,14,semi_mature,good,urban,greater_london,tilia europaea,common lime,lime,tilia,europaea,33,FALSE,2,4.5,5,5,,,,,5,5,C1
5d636b3c-ecb5-40b0-b40e-dcf9b4c9c4b0,1,44,,,,,9,semi_mature,fair,urban,oxfordshire,platanus x hispanica,london plane,plane,platanus,hispanica,44,FALSE,6,3,5,5,,,,,5,6,C2
aa887503-63fb-4f45-a083-16772b282f0d,1,33,,,,,9,semi_mature,poor,urban,oxfordshire,platanus x hispanica,london plane,plane,platanus,hispanica,33,FALSE,5,5,6,1,,,,,5,6,C2
c0d38aaa-f96a-438d-871b-c9526eb2f5f1,1,23,,,,,10,semi_mature,good,urban,hampshire,platanus x hispanica,london plane,plane,platanus,hispanica,23,FALSE,,,,,5,5,5,5,5,5,C6
6d13fcf0-4ab1-45c0-9a71-718b215a2123,1,23,,,,,11,semi_mature,good,urban,hampshire,platanus x hispanica,london plane,plane,platanus,hispanica,23,FALSE,,,,,5,5,5,5,5,5,C6
120b2464-7b34-4a76-9af6-9f766997cb25,1,25,,,,,10,semi_mature,good,urban,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,25,FALSE,5,5.5,5.5,4,,,,,5.2,5.5,C1
02c96dc9-d595-4b00-907c-ccc01fafcac5,1,39,,,,,10,semi_mature,good,urban,worcestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39,FALSE,8.5,2,5,1.5,,,,,5.2,8.5,C7
34da98cc-c8be-46d6-8fbe-30a9e82aecb3,1,63,,,,,18,semi_mature,good,urban,somerset,quercus robur,english oak,oak,quercus,robur,63,FALSE,7.5,2,3,8,,,,,5.5,8,C1
e28fbbc4-7fc7-42e4-9d4b-ad65052f3564,1,38,,,,,9,semi_mature,good,rural,surrey,quercus robur,english oak,oak,quercus,robur,38,FALSE,4,6,5.5,5.5,,,,,5.5,6,C3
bd7a9984-8710-48db-b37d-dc9b82fe0768,1,47,,,,,6,semi_mature,good,urban,staffordshire,quercus robur,english oak,oak,quercus,robur,47,FALSE,6,5,4.5,5,,,,,5.5,6,C5
ee3deaf9-3360-4d85-a8de-e693178146e0,2,29.5,25.5,,,,15.5,semi_mature,good,suburban,gloucestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39,TRUE,3,7,4,7,,,,,5.5,7,C1
42773621-ad06-4cd1-8830-5cda95472946,1,44,,,,,17,semi_mature,fair,suburban,gloucestershire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,44,FALSE,5,6,2.5,5,,,,,5.5,6,C1
f7f6b2ab-4d60-4f8e-84b4-57b6083472b6,1,41,,,,,12,semi_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,41,FALSE,7,4,2,4,,,,,5.5,7,C2
