bounds,GT_AHNSUB
"(201000, 425000, 202000, 426250)",40GZ1_22
"(202000, 425000, 203000, 426250)",40GZ1_23
"(203000, 425000, 204000, 426250)",40GZ1_24
"(204000, 425000, 205000, 426250)",40GZ1_25
"(200000, 405000, 201000, 406250)",46GZ1_01
"(201000, 405000, 202000, 406250)",46GZ1_02
"(202000, 405000, 203000, 406250)",46GZ1_03
"(203000, 405000, 204000, 406250)",46GZ1_04
"(204000, 405000, 205000, 406250)",46GZ1_05
"(200000, 403750, 201000, 405000)",46GZ1_06
"(201000, 403750, 202000, 405000)",46GZ1_07
"(202000, 403750, 203000, 405000)",46GZ1_08
"(203000, 403750, 204000, 405000)",46GZ1_09
"(204000, 403750, 205000, 405000)",46GZ1_10
"(200000, 402500, 201000, 403750)",46GZ1_11
"(201000, 402500, 202000, 403750)",46GZ1_12
"(202000, 402500, 203000, 403750)",46GZ1_13
"(203000, 402500, 204000, 403750)",46GZ1_14
"(204000, 402500, 205000, 403750)",46GZ1_15
"(200000, 401250, 201000, 402500)",46GZ1_16
"(201000, 401250, 202000, 402500)",46GZ1_17
"(202000, 401250, 203000, 402500)",46GZ1_18
"(203000, 401250, 204000, 402500)",46GZ1_19
"(204000, 401250, 205000, 402500)",46GZ1_20
"(200000, 400000, 201000, 401250)",46GZ1_21
"(201000, 400000, 202000, 401250)",46GZ1_22
"(202000, 400000, 203000, 401250)",46GZ1_23
"(203000, 400000, 204000, 401250)",46GZ1_24
"(204000, 400000, 205000, 401250)",46GZ1_25
"(200000, 380000, 201000, 381250)",52GZ1_01
"(201000, 380000, 202000, 381250)",52GZ1_02
"(202000, 380000, 203000, 381250)",52GZ1_03
"(203000, 380000, 204000, 381250)",52GZ1_04
"(204000, 380000, 205000, 381250)",52GZ1_05
"(200000, 378750, 201000, 380000)",52GZ1_06
"(201000, 378750, 202000, 380000)",52GZ1_07
"(202000, 378750, 203000, 380000)",52GZ1_08
"(203000, 378750, 204000, 380000)",52GZ1_09
"(204000, 378750, 205000, 380000)",52GZ1_10
"(200000, 377500, 201000, 378750)",52GZ1_11
"(201000, 377500, 202000, 378750)",52GZ1_12
"(202000, 377500, 203000, 378750)",52GZ1_13
"(203000, 377500, 204000, 378750)",52GZ1_14
"(204000, 377500, 205000, 378750)",52GZ1_15
"(200000, 376250, 201000, 377500)",52GZ1_16
"(201000, 376250, 202000, 377500)",52GZ1_17
"(202000, 376250, 203000, 377500)",52GZ1_18
"(203000, 376250, 204000, 377500)",52GZ1_19
"(204000, 376250, 205000, 377500)",52GZ1_20
"(200000, 375000, 201000, 376250)",52GZ1_21
"(201000, 375000, 202000, 376250)",52GZ1_22
"(202000, 375000, 203000, 376250)",52GZ1_23
"(203000, 375000, 204000, 376250)",52GZ1_24
"(204000, 375000, 205000, 376250)",52GZ1_25
"(200000, 355000, 201000, 356250)",58GZ1_01
"(201000, 355000, 202000, 356250)",58GZ1_02
"(202000, 355000, 203000, 356250)",58GZ1_03
"(203000, 355000, 204000, 356250)",58GZ1_04
"(204000, 355000, 205000, 356250)",58GZ1_05
"(200000, 353750, 201000, 355000)",58GZ1_06
"(201000, 353750, 202000, 355000)",58GZ1_07
"(202000, 353750, 203000, 355000)",58GZ1_08
"(203000, 353750, 204000, 355000)",58GZ1_09
"(204000, 353750, 205000, 355000)",58GZ1_10
"(200000, 352500, 201000, 353750)",58GZ1_11
"(201000, 352500, 202000, 353750)",58GZ1_12
"(202000, 352500, 203000, 353750)",58GZ1_13
"(203000, 352500, 204000, 353750)",58GZ1_14
"(204000, 352500, 205000, 353750)",58GZ1_15
"(200000, 351250, 201000, 352500)",58GZ1_16
"(201000, 351250, 202000, 352500)",58GZ1_17
"(202000, 351250, 203000, 352500)",58GZ1_18
"(203000, 351250, 204000, 352500)",58GZ1_19
"(204000, 351250, 205000, 352500)",58GZ1_20
"(200000, 350000, 201000, 351250)",58GZ1_21
"(201000, 350000, 202000, 351250)",58GZ1_22
"(202000, 350000, 203000, 351250)",58GZ1_23
"(203000, 350000, 204000, 351250)",58GZ1_24
"(204000, 350000, 205000, 351250)",58GZ1_25
"(220000, 605000, 221000, 606250)",03CZ1_01
"(221000, 605000, 222000, 606250)",03CZ1_02
"(222000, 605000, 223000, 606250)",03CZ1_03
"(223000, 605000, 224000, 606250)",03CZ1_04
"(224000, 605000, 225000, 606250)",03CZ1_05
"(220000, 603750, 221000, 605000)",03CZ1_06
"(221000, 603750, 222000, 605000)",03CZ1_07
"(222000, 603750, 223000, 605000)",03CZ1_08
"(223000, 603750, 224000, 605000)",03CZ1_09
"(224000, 603750, 225000, 605000)",03CZ1_10
"(220000, 602500, 221000, 603750)",03CZ1_11
"(221000, 602500, 222000, 603750)",03CZ1_12
"(222000, 602500, 223000, 603750)",03CZ1_13
"(223000, 602500, 224000, 603750)",03CZ1_14
"(224000, 602500, 225000, 603750)",03CZ1_15
"(220000, 601250, 221000, 602500)",03CZ1_16
"(221000, 601250, 222000, 602500)",03CZ1_17
"(222000, 601250, 223000, 602500)",03CZ1_18
"(223000, 601250, 224000, 602500)",03CZ1_19
"(224000, 601250, 225000, 602500)",03CZ1_20
"(220000, 600000, 221000, 601250)",03CZ1_21
"(221000, 600000, 222000, 601250)",03CZ1_22
"(222000, 600000, 223000, 601250)",03CZ1_23
"(223000, 600000, 224000, 601250)",03CZ1_24
"(224000, 600000, 225000, 601250)",03CZ1_25
"(220000, 580000, 221000, 581250)",07CZ1_01
"(221000, 580000, 222000, 581250)",07CZ1_02
"(222000, 580000, 223000, 581250)",07CZ1_03
"(223000, 580000, 224000, 581250)",07CZ1_04
"(224000, 580000, 225000, 581250)",07CZ1_05
"(220000, 578750, 221000, 580000)",07CZ1_06
"(221000, 578750, 222000, 580000)",07CZ1_07
"(222000, 578750, 223000, 580000)",07CZ1_08
"(223000, 578750, 224000, 580000)",07CZ1_09
"(224000, 578750, 225000, 580000)",07CZ1_10
"(220000, 577500, 221000, 578750)",07CZ1_11
"(221000, 577500, 222000, 578750)",07CZ1_12
"(222000, 577500, 223000, 578750)",07CZ1_13
"(223000, 577500, 224000, 578750)",07CZ1_14
"(224000, 577500, 225000, 578750)",07CZ1_15
"(220000, 576250, 221000, 577500)",07CZ1_16
"(221000, 576250, 222000, 577500)",07CZ1_17
"(222000, 576250, 223000, 577500)",07CZ1_18
"(223000, 576250, 224000, 577500)",07CZ1_19
"(224000, 576250, 225000, 577500)",07CZ1_20
"(220000, 575000, 221000, 576250)",07CZ1_21
"(221000, 575000, 222000, 576250)",07CZ1_22
"(222000, 575000, 223000, 576250)",07CZ1_23
"(223000, 575000, 224000, 576250)",07CZ1_24
"(224000, 575000, 225000, 576250)",07CZ1_25
"(220000, 555000, 221000, 556250)",12CZ1_01
"(221000, 555000, 222000, 556250)",12CZ1_02
"(222000, 555000, 223000, 556250)",12CZ1_03
"(223000, 555000, 224000, 556250)",12CZ1_04
"(224000, 555000, 225000, 556250)",12CZ1_05
"(220000, 553750, 221000, 555000)",12CZ1_06
"(221000, 553750, 222000, 555000)",12CZ1_07
"(222000, 553750, 223000, 555000)",12CZ1_08
"(223000, 553750, 224000, 555000)",12CZ1_09
"(224000, 553750, 225000, 555000)",12CZ1_10
"(220000, 552500, 221000, 553750)",12CZ1_11
"(221000, 552500, 222000, 553750)",12CZ1_12
"(222000, 552500, 223000, 553750)",12CZ1_13
"(223000, 552500, 224000, 553750)",12CZ1_14
"(224000, 552500, 225000, 553750)",12CZ1_15
"(220000, 551250, 221000, 552500)",12CZ1_16
"(221000, 551250, 222000, 552500)",12CZ1_17
"(222000, 551250, 223000, 552500)",12CZ1_18
"(223000, 551250, 224000, 552500)",12CZ1_19
"(224000, 551250, 225000, 552500)",12CZ1_20
"(220000, 550000, 221000, 551250)",12CZ1_21
"(221000, 550000, 222000, 551250)",12CZ1_22
"(222000, 550000, 223000, 551250)",12CZ1_23
"(223000, 550000, 224000, 551250)",12CZ1_24
"(224000, 550000, 225000, 551250)",12CZ1_25
"(220000, 530000, 221000, 531250)",17CZ1_01
"(221000, 530000, 222000, 531250)",17CZ1_02
"(222000, 530000, 223000, 531250)",17CZ1_03
"(223000, 530000, 224000, 531250)",17CZ1_04
"(224000, 530000, 225000, 531250)",17CZ1_05
"(220000, 528750, 221000, 530000)",17CZ1_06
"(221000, 528750, 222000, 530000)",17CZ1_07
"(222000, 528750, 223000, 530000)",17CZ1_08
"(223000, 528750, 224000, 530000)",17CZ1_09
"(224000, 528750, 225000, 530000)",17CZ1_10
"(220000, 527500, 221000, 528750)",17CZ1_11
"(221000, 527500, 222000, 528750)",17CZ1_12
"(222000, 527500, 223000, 528750)",17CZ1_13
"(223000, 527500, 224000, 528750)",17CZ1_14
"(224000, 527500, 225000, 528750)",17CZ1_15
"(220000, 526250, 221000, 527500)",17CZ1_16
"(221000, 526250, 222000, 527500)",17CZ1_17
"(222000, 526250, 223000, 527500)",17CZ1_18
"(223000, 526250, 224000, 527500)",17CZ1_19
"(224000, 526250, 225000, 527500)",17CZ1_20
"(220000, 525000, 221000, 526250)",17CZ1_21
"(221000, 525000, 222000, 526250)",17CZ1_22
"(222000, 525000, 223000, 526250)",17CZ1_23
"(223000, 525000, 224000, 526250)",17CZ1_24
"(224000, 525000, 225000, 526250)",17CZ1_25
"(220000, 505000, 221000, 506250)",22CZ1_01
"(221000, 505000, 222000, 506250)",22CZ1_02
"(222000, 505000, 223000, 506250)",22CZ1_03
"(223000, 505000, 224000, 506250)",22CZ1_04
"(224000, 505000, 225000, 506250)",22CZ1_05
"(220000, 503750, 221000, 505000)",22CZ1_06
"(221000, 503750, 222000, 505000)",22CZ1_07
"(222000, 503750, 223000, 505000)",22CZ1_08
"(223000, 503750, 224000, 505000)",22CZ1_09
"(224000, 503750, 225000, 505000)",22CZ1_10
"(220000, 502500, 221000, 503750)",22CZ1_11
"(221000, 502500, 222000, 503750)",22CZ1_12
"(222000, 502500, 223000, 503750)",22CZ1_13
"(223000, 502500, 224000, 503750)",22CZ1_14
"(224000, 502500, 225000, 503750)",22CZ1_15
"(220000, 501250, 221000, 502500)",22CZ1_16
"(221000, 501250, 222000, 502500)",22CZ1_17
"(222000, 501250, 223000, 502500)",22CZ1_18
"(223000, 501250, 224000, 502500)",22CZ1_19
"(224000, 501250, 225000, 502500)",22CZ1_20
"(220000, 500000, 221000, 501250)",22CZ1_21
"(221000, 500000, 222000, 501250)",22CZ1_22
"(222000, 500000, 223000, 501250)",22CZ1_23
"(223000, 500000, 224000, 501250)",22CZ1_24
"(224000, 500000, 225000, 501250)",22CZ1_25
"(220000, 480000, 221000, 481250)",28CZ1_01
"(221000, 480000, 222000, 481250)",28CZ1_02
"(222000, 480000, 223000, 481250)",28CZ1_03
"(223000, 480000, 224000, 481250)",28CZ1_04
"(224000, 480000, 225000, 481250)",28CZ1_05
"(220000, 478750, 221000, 480000)",28CZ1_06
"(221000, 478750, 222000, 480000)",28CZ1_07
"(222000, 478750, 223000, 480000)",28CZ1_08
"(223000, 478750, 224000, 480000)",28CZ1_09
"(224000, 478750, 225000, 480000)",28CZ1_10
"(220000, 477500, 221000, 478750)",28CZ1_11
"(221000, 477500, 222000, 478750)",28CZ1_12
"(222000, 477500, 223000, 478750)",28CZ1_13
"(223000, 477500, 224000, 478750)",28CZ1_14
"(224000, 477500, 225000, 478750)",28CZ1_15
"(220000, 476250, 221000, 477500)",28CZ1_16
"(221000, 476250, 222000, 477500)",28CZ1_17
"(222000, 476250, 223000, 477500)",28CZ1_18
"(223000, 476250, 224000, 477500)",28CZ1_19
"(224000, 476250, 225000, 477500)",28CZ1_20
"(220000, 475000, 221000, 476250)",28CZ1_21
"(221000, 475000, 222000, 476250)",28CZ1_22
"(222000, 475000, 223000, 476250)",28CZ1_23
"(223000, 475000, 224000, 476250)",28CZ1_24
"(224000, 475000, 225000, 476250)",28CZ1_25
"(220000, 455000, 221000, 456250)",34CZ1_01
"(221000, 455000, 222000, 456250)",34CZ1_02
"(222000, 455000, 223000, 456250)",34CZ1_03
"(223000, 455000, 224000, 456250)",34CZ1_04
"(224000, 455000, 225000, 456250)",34CZ1_05
"(220000, 453750, 221000, 455000)",34CZ1_06
"(221000, 453750, 222000, 455000)",34CZ1_07
"(222000, 453750, 223000, 455000)",34CZ1_08
"(223000, 453750, 224000, 455000)",34CZ1_09
"(224000, 453750, 225000, 455000)",34CZ1_10
"(220000, 452500, 221000, 453750)",34CZ1_11
"(221000, 452500, 222000, 453750)",34CZ1_12
"(222000, 452500, 223000, 453750)",34CZ1_13
"(223000, 452500, 224000, 453750)",34CZ1_14
"(224000, 452500, 225000, 453750)",34CZ1_15
"(220000, 451250, 221000, 452500)",34CZ1_16
"(221000, 451250, 222000, 452500)",34CZ1_17
"(222000, 451250, 223000, 452500)",34CZ1_18
"(223000, 451250, 224000, 452500)",34CZ1_19
"(224000, 451250, 225000, 452500)",34CZ1_20
"(220000, 450000, 221000, 451250)",34CZ1_21
"(221000, 450000, 222000, 451250)",34CZ1_22
"(222000, 450000, 223000, 451250)",34CZ1_23
"(223000, 450000, 224000, 451250)",34CZ1_24
"(224000, 450000, 225000, 451250)",34CZ1_25
"(220000, 430000, 221000, 431250)",41CZ1_01
"(221000, 430000, 222000, 431250)",41CZ1_02
"(222000, 430000, 223000, 431250)",41CZ1_03
"(223000, 430000, 224000, 431250)",41CZ1_04
"(224000, 430000, 225000, 431250)",41CZ1_05
"(220000, 428750, 221000, 430000)",41CZ1_06
"(221000, 428750, 222000, 430000)",41CZ1_07
"(222000, 428750, 223000, 430000)",41CZ1_08
"(223000, 428750, 224000, 430000)",41CZ1_09
"(224000, 428750, 225000, 430000)",41CZ1_10
"(220000, 427500, 221000, 428750)",41CZ1_11
"(221000, 427500, 222000, 428750)",41CZ1_12
"(222000, 427500, 223000, 428750)",41CZ1_13
"(223000, 427500, 224000, 428750)",41CZ1_14
"(224000, 427500, 225000, 428750)",41CZ1_15
"(220000, 426250, 221000, 427500)",41CZ1_16
"(221000, 426250, 222000, 427500)",41CZ1_17
"(222000, 426250, 223000, 427500)",41CZ1_18
"(223000, 426250, 224000, 427500)",41CZ1_19
"(224000, 426250, 225000, 427500)",41CZ1_20
"(220000, 425000, 221000, 426250)",41CZ1_21
"(221000, 425000, 222000, 426250)",41CZ1_22
"(222000, 425000, 223000, 426250)",41CZ1_23
"(223000, 425000, 224000, 426250)",41CZ1_24
"(224000, 425000, 225000, 426250)",41CZ1_25
"(240000, 605000, 241000, 606250)",03GZ1_01
"(241000, 605000, 242000, 606250)",03GZ1_02
"(242000, 605000, 243000, 606250)",03GZ1_03
"(243000, 605000, 244000, 606250)",03GZ1_04
"(244000, 605000, 245000, 606250)",03GZ1_05
"(240000, 603750, 241000, 605000)",03GZ1_06
"(241000, 603750, 242000, 605000)",03GZ1_07
"(242000, 603750, 243000, 605000)",03GZ1_08
"(243000, 603750, 244000, 605000)",03GZ1_09
"(244000, 603750, 245000, 605000)",03GZ1_10
"(240000, 602500, 241000, 603750)",03GZ1_11
"(241000, 602500, 242000, 603750)",03GZ1_12
"(242000, 602500, 243000, 603750)",03GZ1_13
"(243000, 602500, 244000, 603750)",03GZ1_14
"(244000, 602500, 245000, 603750)",03GZ1_15
"(240000, 601250, 241000, 602500)",03GZ1_16
"(241000, 601250, 242000, 602500)",03GZ1_17
"(242000, 601250, 243000, 602500)",03GZ1_18
"(243000, 601250, 244000, 602500)",03GZ1_19
"(244000, 601250, 245000, 602500)",03GZ1_20
"(240000, 600000, 241000, 601250)",03GZ1_21
"(241000, 600000, 242000, 601250)",03GZ1_22
"(242000, 600000, 243000, 601250)",03GZ1_23
"(243000, 600000, 244000, 601250)",03GZ1_24
"(244000, 600000, 245000, 601250)",03GZ1_25
"(240000, 580000, 241000, 581250)",07GZ1_01
"(241000, 580000, 242000, 581250)",07GZ1_02
"(242000, 580000, 243000, 581250)",07GZ1_03
"(243000, 580000, 244000, 581250)",07GZ1_04
"(244000, 580000, 245000, 581250)",07GZ1_05
"(240000, 578750, 241000, 580000)",07GZ1_06
"(241000, 578750, 242000, 580000)",07GZ1_07
"(242000, 578750, 243000, 580000)",07GZ1_08
"(243000, 578750, 244000, 580000)",07GZ1_09
"(244000, 578750, 245000, 580000)",07GZ1_10
"(240000, 577500, 241000, 578750)",07GZ1_11
"(241000, 577500, 242000, 578750)",07GZ1_12
"(242000, 577500, 243000, 578750)",07GZ1_13
"(243000, 577500, 244000, 578750)",07GZ1_14
"(244000, 577500, 245000, 578750)",07GZ1_15
"(240000, 576250, 241000, 577500)",07GZ1_16
"(241000, 576250, 242000, 577500)",07GZ1_17
"(242000, 576250, 243000, 577500)",07GZ1_18
"(243000, 576250, 244000, 577500)",07GZ1_19
"(244000, 576250, 245000, 577500)",07GZ1_20
"(240000, 575000, 241000, 576250)",07GZ1_21
"(241000, 575000, 242000, 576250)",07GZ1_22
"(242000, 575000, 243000, 576250)",07GZ1_23
"(243000, 575000, 244000, 576250)",07GZ1_24
"(244000, 575000, 245000, 576250)",07GZ1_25
"(240000, 555000, 241000, 556250)",12GZ1_01
"(241000, 555000, 242000, 556250)",12GZ1_02
"(242000, 555000, 243000, 556250)",12GZ1_03
"(243000, 555000, 244000, 556250)",12GZ1_04
"(244000, 555000, 245000, 556250)",12GZ1_05
"(240000, 553750, 241000, 555000)",12GZ1_06
"(241000, 553750, 242000, 555000)",12GZ1_07
"(242000, 553750, 243000, 555000)",12GZ1_08
"(243000, 553750, 244000, 555000)",12GZ1_09
"(244000, 553750, 245000, 555000)",12GZ1_10
"(240000, 552500, 241000, 553750)",12GZ1_11
"(241000, 552500, 242000, 553750)",12GZ1_12
"(242000, 552500, 243000, 553750)",12GZ1_13
"(243000, 552500, 244000, 553750)",12GZ1_14
"(244000, 552500, 245000, 553750)",12GZ1_15
"(240000, 551250, 241000, 552500)",12GZ1_16
"(241000, 551250, 242000, 552500)",12GZ1_17
"(242000, 551250, 243000, 552500)",12GZ1_18
"(243000, 551250, 244000, 552500)",12GZ1_19
"(244000, 551250, 245000, 552500)",12GZ1_20
"(240000, 550000, 241000, 551250)",12GZ1_21
"(241000, 550000, 242000, 551250)",12GZ1_22
"(242000, 550000, 243000, 551250)",12GZ1_23
"(243000, 550000, 244000, 551250)",12GZ1_24
"(244000, 550000, 245000, 551250)",12GZ1_25
"(240000, 530000, 241000, 531250)",17GZ1_01
"(241000, 530000, 242000, 531250)",17GZ1_02
"(242000, 530000, 243000, 531250)",17GZ1_03
"(243000, 530000, 244000, 531250)",17GZ1_04
"(244000, 530000, 245000, 531250)",17GZ1_05
"(240000, 528750, 241000, 530000)",17GZ1_06
"(241000, 528750, 242000, 530000)",17GZ1_07
"(242000, 528750, 243000, 530000)",17GZ1_08
"(243000, 528750, 244000, 530000)",17GZ1_09
"(244000, 528750, 245000, 530000)",17GZ1_10
"(240000, 527500, 241000, 528750)",17GZ1_11
"(241000, 527500, 242000, 528750)",17GZ1_12
"(242000, 527500, 243000, 528750)",17GZ1_13
"(243000, 527500, 244000, 528750)",17GZ1_14
"(244000, 527500, 245000, 528750)",17GZ1_15
"(240000, 526250, 241000, 527500)",17GZ1_16
"(241000, 526250, 242000, 527500)",17GZ1_17
"(242000, 526250, 243000, 527500)",17GZ1_18
"(243000, 526250, 244000, 527500)",17GZ1_19
"(244000, 526250, 245000, 527500)",17GZ1_20
"(240000, 525000, 241000, 526250)",17GZ1_21
"(241000, 525000, 242000, 526250)",17GZ1_22
"(242000, 525000, 243000, 526250)",17GZ1_23
"(243000, 525000, 244000, 526250)",17GZ1_24
"(244000, 525000, 245000, 526250)",17GZ1_25
"(240000, 505000, 241000, 506250)",22GZ1_01
"(241000, 505000, 242000, 506250)",22GZ1_02
"(242000, 505000, 243000, 506250)",22GZ1_03
"(243000, 505000, 244000, 506250)",22GZ1_04
"(244000, 505000, 245000, 506250)",22GZ1_05
"(240000, 503750, 241000, 505000)",22GZ1_06
"(241000, 503750, 242000, 505000)",22GZ1_07
"(242000, 503750, 243000, 505000)",22GZ1_08
"(243000, 503750, 244000, 505000)",22GZ1_09
"(244000, 503750, 245000, 505000)",22GZ1_10
"(240000, 502500, 241000, 503750)",22GZ1_11
"(241000, 502500, 242000, 503750)",22GZ1_12
"(242000, 502500, 243000, 503750)",22GZ1_13
"(243000, 502500, 244000, 503750)",22GZ1_14
"(244000, 502500, 245000, 503750)",22GZ1_15
"(240000, 501250, 241000, 502500)",22GZ1_16
"(241000, 501250, 242000, 502500)",22GZ1_17
"(242000, 501250, 243000, 502500)",22GZ1_18
"(243000, 501250, 244000, 502500)",22GZ1_19
"(244000, 501250, 245000, 502500)",22GZ1_20
"(240000, 500000, 241000, 501250)",22GZ1_21
"(241000, 500000, 242000, 501250)",22GZ1_22
"(242000, 500000, 243000, 501250)",22GZ1_23
"(243000, 500000, 244000, 501250)",22GZ1_24
"(244000, 500000, 245000, 501250)",22GZ1_25
"(240000, 480000, 241000, 481250)",28GZ1_01
"(241000, 480000, 242000, 481250)",28GZ1_02
"(242000, 480000, 243000, 481250)",28GZ1_03
"(243000, 480000, 244000, 481250)",28GZ1_04
"(244000, 480000, 245000, 481250)",28GZ1_05
"(240000, 478750, 241000, 480000)",28GZ1_06
"(241000, 478750, 242000, 480000)",28GZ1_07
"(242000, 478750, 243000, 480000)",28GZ1_08
"(243000, 478750, 244000, 480000)",28GZ1_09
"(244000, 478750, 245000, 480000)",28GZ1_10
"(240000, 477500, 241000, 478750)",28GZ1_11
"(241000, 477500, 242000, 478750)",28GZ1_12
"(242000, 477500, 243000, 478750)",28GZ1_13
"(243000, 477500, 244000, 478750)",28GZ1_14
"(244000, 477500, 245000, 478750)",28GZ1_15
"(240000, 476250, 241000, 477500)",28GZ1_16
"(241000, 476250, 242000, 477500)",28GZ1_17
"(242000, 476250, 243000, 477500)",28GZ1_18
"(243000, 476250, 244000, 477500)",28GZ1_19
"(244000, 476250, 245000, 477500)",28GZ1_20
"(240000, 475000, 241000, 476250)",28GZ1_21
"(241000, 475000, 242000, 476250)",28GZ1_22
"(242000, 475000, 243000, 476250)",28GZ1_23
"(243000, 475000, 244000, 476250)",28GZ1_24
"(244000, 475000, 245000, 476250)",28GZ1_25
"(240000, 455000, 241000, 456250)",34GZ1_01
"(241000, 455000, 242000, 456250)",34GZ1_02
"(242000, 455000, 243000, 456250)",34GZ1_03
"(243000, 455000, 244000, 456250)",34GZ1_04
"(244000, 455000, 245000, 456250)",34GZ1_05
"(240000, 453750, 241000, 455000)",34GZ1_06
"(241000, 453750, 242000, 455000)",34GZ1_07
"(242000, 453750, 243000, 455000)",34GZ1_08
"(243000, 453750, 244000, 455000)",34GZ1_09
"(244000, 453750, 245000, 455000)",34GZ1_10
"(240000, 452500, 241000, 453750)",34GZ1_11
"(241000, 452500, 242000, 453750)",34GZ1_12
"(242000, 452500, 243000, 453750)",34GZ1_13
"(243000, 452500, 244000, 453750)",34GZ1_14
"(244000, 452500, 245000, 453750)",34GZ1_15
"(240000, 451250, 241000, 452500)",34GZ1_16
"(241000, 451250, 242000, 452500)",34GZ1_17
"(242000, 451250, 243000, 452500)",34GZ1_18
"(243000, 451250, 244000, 452500)",34GZ1_19
"(244000, 451250, 245000, 452500)",34GZ1_20
"(240000, 450000, 241000, 451250)",34GZ1_21
"(241000, 450000, 242000, 451250)",34GZ1_22
"(242000, 450000, 243000, 451250)",34GZ1_23
"(243000, 450000, 244000, 451250)",34GZ1_24
"(244000, 450000, 245000, 451250)",34GZ1_25
"(240000, 430000, 241000, 431250)",41GZ1_01
"(241000, 430000, 242000, 431250)",41GZ1_02
"(242000, 430000, 243000, 431250)",41GZ1_03
"(243000, 430000, 244000, 431250)",41GZ1_04
"(244000, 430000, 245000, 431250)",41GZ1_05
"(240000, 428750, 241000, 430000)",41GZ1_06
"(241000, 428750, 242000, 430000)",41GZ1_07
"(242000, 428750, 243000, 430000)",41GZ1_08
"(243000, 428750, 244000, 430000)",41GZ1_09
"(244000, 428750, 245000, 430000)",41GZ1_10
"(260000, 580000, 261000, 581250)",08CZ1_01
"(261000, 580000, 262000, 581250)",08CZ1_02
"(262000, 580000, 263000, 581250)",08CZ1_03
"(263000, 580000, 264000, 581250)",08CZ1_04
"(264000, 580000, 265000, 581250)",08CZ1_05
"(260000, 578750, 261000, 580000)",08CZ1_06
"(261000, 578750, 262000, 580000)",08CZ1_07
"(262000, 578750, 263000, 580000)",08CZ1_08
"(263000, 578750, 264000, 580000)",08CZ1_09
"(264000, 578750, 265000, 580000)",08CZ1_10
"(260000, 577500, 261000, 578750)",08CZ1_11
"(261000, 577500, 262000, 578750)",08CZ1_12
"(262000, 577500, 263000, 578750)",08CZ1_13
"(263000, 577500, 264000, 578750)",08CZ1_14
"(264000, 577500, 265000, 578750)",08CZ1_15
"(260000, 576250, 261000, 577500)",08CZ1_16
"(261000, 576250, 262000, 577500)",08CZ1_17
"(262000, 576250, 263000, 577500)",08CZ1_18
"(263000, 576250, 264000, 577500)",08CZ1_19
"(264000, 576250, 265000, 577500)",08CZ1_20
"(260000, 575000, 261000, 576250)",08CZ1_21
"(261000, 575000, 262000, 576250)",08CZ1_22
